label,text
ham,Чому де. Ти просто гарно виглядаєш :-)..
spam,"Хочеш переспати дві ночі? Хочеш, щоб реальні місця для сексу з доґінгом надсилалися тобі на мобільний? Приєднуйся до найбільшої мережі для сексу з доґінгом у Великій Британії. Надішліть PARK на номер 69696 зараз! Тепер. ec2a. 3lp грн1.50/повідомлення"
spam,"Ми намагалися зв'язатися з вами щодо вашої відповіді на нашу пропозицію щодо нового телефону Nokia та відеокамери. Натисніть ""Відповісти"" або зателефонуйте за номером 08000930705 для отримання інформації про доставку."
ham,"Так. Вони відповіли на мій лист. Я пізніше піду до офісу керівництва. Плюс пізніше також зайду в банк, або в середу."
ham,"Круто, я зайду приблизно так"
ham,"Супер повідомлення, так :) вчасно."
ham,"Доброго дня, мій хлопчику... Як ти почуваєшся сьогодні? Сподіваюся, краще? Ти мій хороший хлопчик? Ти мій слухняний раб? Чи догоджаєш ти своїй королеві?"
ham,Мій зріст 183 см. Ми будемо гарною парою!
ham,Мені погано!! Мені потрібна допомога!! Я хочу тебе!! *дується губами* *тупає ногами* Де ти?! *дується губами* *тупає ногами* Я хочу свого раба!! Я хочу його зараз!!
ham,"* Я повертаюся потягом з Нортгемптона, тому, боюся, ні!"
ham,Де в ABJ ти служиш? Ти залишаєшся з татом чи сам?
ham,"Грав у гру 9 doors та gt racing на телефоні, лол."
spam,"Нові мелодії цього тижня включають: 1) Макфлай - All Ab.., 2) Сара Хорхе - Shock.. 3) Вілл Сміт - Switch.. Щоб замовити, дотримуйтесь інструкцій у наступному повідомленні."
ham,"Розв'яжіть випадок: Чоловіка знайшли вбитим <DECIMAL>. <#> Після полудня. 1. Його дружина викликала поліцію. 2. Поліція опитала всіх. 3. Дружина: Пане, я спала, коли сталося вбивство. 4. Кухар: Я готував. 5. Садівник: Я збирав овочі. 6. Покоївка: Я пішов на пошту. 7. Діти: Ми пішли гратися. 8. Сусід: Ми пішли на весілля. Поліція негайно заарештувала вбивцю. Хто це? Дайте обґрунтовану відповідь, якщо ви геніальні."
ham,Я їду додому в автобусі...
ham,Мені зателефонували зі стаціонарного телефону... Мене попросили прийти до Анна Нагар... Я піду вдень...
ham,Зі мною все гаразд. Женуся за мрією. Що добре. Що ти робиш далі?
ham,"Так... Я вже забронював 4 місця на вихідні, Ляо..."
spam,"ТЕРМІНОВО! Ми намагаємося зв'язатися з вами. Сьогоднішній розіграш показує, що ви ГАРАНтовано виграли приз у розмірі 800 гривень стерлінгів. Зателефонуйте за номером 09050003091 зі стаціонарного телефону. Отримайте C52. Дійсний лише 12 годин."
ham,"Є багато моделей... Sony Ericsson також... <#> ..вона чудова, але я забув про модуль №"
ham,Окі
ham,"Так, я знаю ці банальні пісеньки з мультфільму ""Сніговик Фрості"" :)"
ham,"Гаразд, Віккі зв'яжеться з нами протягом <#> хвилин, і я тобі відповім.."
spam,Спортивні вболівальники - отримуйте останні спортивні новини str* 2 ваші мобільні 1 тиждень БЕЗКОШТОВНО ПЛЮС БЕЗКОШТОВНИЙ ЗВУКОВИЙ ЗВУК Надішліть SPORT ON на 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
ham,"Гей, TMR, зустріч у Bugis 930?"
spam,"Терміново Терміново! У нас є 800 БЕЗКОШТОВНИХ рейсів до Європи, які ми можемо розіграти. Зателефонуйте до B4 10 вересня та візьміть із собою друга на 4 БЕЗКОШТОВНИХ рейси. Зателефонуйте зараз за номером 09050000555. BA128NNFWFLY150 стор. за хвилину"
ham,"Усі ці гарні нові сорочки, і єдине, до чого я можу їх одягнути, це нудистський одяг ;_; ти в MU?"
ham,"Гей, сексуальні пухнастики! А що було в той день? Жодної звістки від тебе сьогодні вранці на YM ... :-( ... Я думаю про тебе"
ham,"І коли б ми з тобою не побачилися, ми все одно можемо переспати."
ham,"Ні, але я зараз йду додому, а потім заправлюся... Скоро буде дощ..."
ham,"Чи можна використовувати іноземні марки для будь-якої мети, за якою ви їх надсилаєте?"
spam,ВІД 88066 ВТРАЧЕНІ 12 ФУНТІВ СТЕРЛІНГІВ ДОПОМОГИ
ham,"О, крихітко. Чому в тебе немає нових фотографій на фейсбуці?"
ham,"Лютий <#> — день «Я КОХАЮ ТЕБЕ». Надішліть це всім своїм «ЦІННИМ ДРУЗЯМ», навіть мені. Якщо повернеться 3, то ви одружитеся з людиною, яку любите! Якщо ви проігноруєте це, то втратите свою любов 4 рази."
ham,"Привіт, вибач, не було сигналу. Я не бачила і не чула від нього ні слова, ні мене, що саме по собі незвично! Я зараз все розберу і попрошу його розібратися! Обійми та поцілунки."
ham,"Ой, повернувся до Тампи з Вест-Палм, чув, що сталося?"
ham,"Так, більше ні... Дякую, що надрукував і передав."
spam,"Безкоштовне повідомлення: Хочете пофліртувати? Надішліть відповідь DATE зараз і приєднуйтесь до найшвидше зростаючого мобільного сервісу знайомств у Великій Британії. Отримані повідомлення коштують лише 25 копійок, щоб відмовитися, надішліть SMS stop на номер 83021. Надішліть відповідь DATE зараз!"
ham,"Я маю на увазі, чи вони приходять і виганяють тебе, коли все закінчиться, чи там сказано, що ти можеш дивитися скільки завгодно фільмів?"
ham,Зараз я приймаю тільки таблетки. Реакція тільки вранці.
spam,НОВА чудова пропозиція – ПОДВІЙНІ хвилини та ПОДВІЙНІ текстові повідомлення на найкращих тарифах Orange ТА отримайте найновіші телефони з камерами 4 БЕЗКОШТОВНО! Зателефонуйте безкоштовно до MobileUpd8 за номером 08000839402 ЗАРАЗ! або ознайомтеся з правилами та умовами 2stoptxt
ham,"Ні, я вічний ДД."
ham,"Вибач, я пішов за покупками."
spam,"Сподіваюся, вам сподобався ваш новий контент. Надішліть SMS-повідомлення stop на номер 61610, щоб відписатися. Довідка: 08712400602450p. Надано tones2you.co.uk"
ham,"Коли твоя мила людина дуже злиться на тебе, не сприймай це серйозно... Бо злитися - це найдитячіший і найщиріший спосіб виявити глибоку прихильність, турботу та любов!.. Тобі дуже приємно... Гарного дня."
ham,"Гей, ти все ще хочеш піти на йогасану? Бо якщо ми закінчимо біля кіно, то можемо піти помитися та попаритися в лазні."
ham,"Ні, я не за кермом... Я не проявляв ці фотографії..."
ham,"Я думаю піти до звичайного на практичні уроки. Кинув свій аванс.. Ха-ха, о котрій годині ти йдеш?"
ham,"Круто. Я <#> дюймів завдовжки. Сподіваюся, тобі подобаються великі!"
ham,"Покоївка — вбивця, бо чоловіка вбили <#> січня.. У святковий день усі державні установи закриті, включаючи пошту.. зрозуміли?"
ham,Гаразд.. Дякую..
spam,"18 днів до початку Євро-2004! Ви будете щодня отримувати всі останні новини та результати. Щоб відмовитися від підписки, надішліть GET EURO STOP на номер 83222."
ham,"Куди піти і купити? Купимо, коли ми туди приїдемо."
ham,"Добре, лор..."
ham,Я працюю в техпідтримці :) голосовий процес.
ham,"Минув лише тиждень відтоді, як ми розійшлися, а наші мозки вже ось-ось розірвуться!"
ham,"Тунде, як справи? Я просто бажаю тобі гарного дня. Абіола."
ham,Ні... Тоді C ü...
ham,Ні. Але ми здійснимо медичні місії до Нігерії.
ham,"Ні, у мене немає жодних фільмів на ноутбуці"
ham,Що там? Хіба ти не хочеш спати?
spam,"Терміново. Будь ласка, зателефонуйте за номером 09066612661 зі стаціонарного телефону. 5000 гривень стерлінгів готівкою або розкішний 4* відпочинок на Канарських островах чекають на самовивіз. Правила та умови. Нагорода SAE. 20M12AQ. 150 стор./хв. 16+ “"
spam,"Терміново! Будь ласка, зателефонуйте за номером 09066612661 зі стаціонарного телефону. Ваш безкоштовний 4* відпочинок класу люкс у Коста-дель-Соль або 1000 гривень стерлінгів ГОТІВКОЮ очікують на отримання. ppm 150 Правила та умови SAE Джеймс 28, EH74RR"
ham,Я не маю лея... Наступного понеділка можна?
ham,"Мм, я відчуваю сонливість. Сьогодні я це зроблю, люба."
ham,"Як ти смієш, дурню? Я тобі нічого не скажу. Почуєш, потім я перестану з тобою розмовляти."
ham,"Зрозумій, якщо Бен їде?"
ham,"Чи можете ви колись зробити журнал, присвячений зустрічі з цим авокадо?"
ham,Я мав на увазі середній лівий чи правий?
ham,"Справді? Я звалився на диван, згорнувшись у кульки."
ham,"Привіт, Чачі, намагався тобі дзвонити, зараз не можу додзвонитися. Будь ласка, дай мені пропущений дзвінок, як тільки це станеться, Канагу."
ham,"Я надіслав вам ціни, і ви маєте на увазі <#> g,"
ham,Ти такий зайнятий?
ham,Нічого. Можна...
spam,"Я тебе не знаю, і ти мене не знаєш. Надішліть ЧАТ на номер 86688 зараз і давайте знайдемо одне одного! Всього 150 копійок/повідомлення отримано. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 років або старше."
ham,"Ні, я працюю над тим, щоб тобі подзвонити, але в мене повний будинок кричущих бешкетників, тому я рву на собі волосся! Кохаю тебе."
ham,"Але моя родина ні на що не реагує. Зараз я в кімнаті, не пішов додому на Дівалі, але ніхто мене не телефонував, і чому я не приходжу? Мені здається, що я помер."
ham,"Тік, тік, тік ... Крихітко"
ham,Ти збираєшся на сьогоднішню зустріч о 4?
ham,К так:) скільки сторінок ти хочеш?
ham,Я щойно їв смажену цибулю.
ham,"Надішли його номер і завтра вранці дай відповідь, чому ти йому так сказала, добре"
ham,"Ти сказав, що не зараз. Немає проблем. Коли зможеш. Дай мені знати."
ham,"Добре, але скажи мені півгодини до того, як ти прийдеш, мені потрібно двоє підготуватися."
ham,"Грати з комп'ютером? Ая, я теж."
ham,"Сіли, так? Добре, дякую..."
ham,"Дерп. Що гірше, чувак, який завжди хоче тусуватися, чи чувак, який скаржиться на трьох наркоманів, з якими живе?"
ham,"Гаразд, китайська їжа вже в дорозі. Коли я товстішаю, ти платиш за мою ліпотерапію."
ham,Ми вже надворі.
ham,"Щасливої ​​подорожі. Бережися за . Пам'ятай, коли повернешся, нам треба вирішити питання Великодня."
ham,"Йой, ми дивимося фільм на Netflix."
ham,"О котрій годині? Я виходжу, мабуть, до третьої, десь так."
ham,"Можна? Думаю, деякі зіткнуться... Справді, ах, я не проти... Я не бачив, щоб я схуд... Гм..."
ham,"Я не думаю, що це неправильний вибір між нами."
ham,Я не впевнений щодо нічного меню... Я знаю лише про полуденне меню.
ham,Сьогодні день народження ARR:) Бажаю йому отримати більше Оскарів.
ham,"Скажи це повільно.? БОЖЕ, Я ТЕБЕ ЛЮБЛЮ І ТИ МЕНІ ПОТРІБЕН, ОЧИСТИ МОЄ СЕРЦЕ СВОЄЮ КРОВ'Ю. Надішліть це десяти особливим людям і зробіть диво завтра, зробіть це, будь ласка, будь ласка, зробіть це..."
ham,"Відкрийте Rebtel у Firefox. Коли він завантажиться, просто вставте знак плюса у поле імені користувача, і вам з'являться дві цифри. Менша цифра — це мій номер. Після того, як ви виберете цю цифру, PIN-код відобразиться нормально!"
ham,та збираючи їх з різних точок
spam,Заміжні місцеві жінки шукають непомітних стосунків зараз! 5 реальних пар миттєво на ваш телефон. Надішліть MATCH на номер 69969. Вартість повідомлення 150 копійок. 2 зупинки. СМС зупинка BCMSFWC1N3XX.
ham,"Вау, вражений. Бажаю гарного шопінгу!"
ham,Я йду до твого дому
spam,"Burger King - Хочете грати у футбол на найкращому стадіоні? Замовте 2 Burger King до 1 вересня, оберіть великий або супер-пакет з Coca-Cola та вийдете переможцем."
ham,Немає проблем. Поговоримо пізніше.
ham,Тоді як твоя сестро?
ham,Все ще на місці клієнта
spam,"Чому дитина, яка боїться темряви, так швидко перетворюється на підлітка, який хоче ночувати на вулиці?"
ham,"Чувак, ти також знаєш телугу..thts gud..k, gud nyt.."
ham,"Ми підтверджуємо, що обідаємо на еспланаді?"
ham,Надішліть мені свій ідентифікатор та пароль
ham,Щось на зразок. Відвіз його в гараж. Потребує заміни центральної частини вихлопної системи. Замовив деталь і повезу на ремонт сьогодні вранці.
spam,"Щоб отримати шанс виграти 250 гривень стерлінгів щотижня, надішліть SMS-повідомлення з текстом ACTION на номер 80608. Правила та умови дивіться на сайті www.movietrivia.tv або зателефонуйте за номером 08712405022, 1 раз по 150 копійок на тиждень."
ham,"Ну, тоді я можу й не прийти..."
ham,"Ще довго після того, як я кинув. Я і так займаюся лише близько 5 хвилин на день."
ham,"Тоді, найімовірніше, це називається Mittelschmertz. Погугліть. Якщо у вас немає парацетамолу, не хвилюйтеся, він пройде."
ham,"Ну, на цьому етапі мені доведеться встати і перевірити сьогоднішні розпродажі/пописи в Steam, тож напишіть мені, коли захочете, щоб я вас забрав."
ham,"Тільки-но приїхали, побачимося через пару днів <3"
ham,"К, що це за інцидент стався?"
ham,"Так, отримайте безліміт."
ham,"Тоді я думаю, що цього буде достатньо... Все ще є висновок, зміст, сторінка, посилання... Я зроблю це, зміст, сторінка, обкладинка..."
ham,"Вибач, я забув, що в мене 3 роки йдеться про душ. Де ти/твій телефон вже розрядився?"
ham,"Маєш, що купити, тоді скажи нам, тоді не потрібно приходити знову."
ham,Коли ти будеш великим..| Бог принесе успіх.
spam,"Ви отримали грн50 для участі в розіграші миттєвих грошей Play 4. Зателефонуйте за номером 08715203028, щоб отримати приз. КОЖЕН 9-й гравець виграє щонайменше грн50-грн500. Відмовитися від розіграшу можна за номером 08718727870."
ham,"...ми залишаємося тут ще на тиждень, повернемося наступної середи. Як ми впоралися з регбі цими вихідними? Привіт тобі та тобі, скоро побачимося."
ham,"Що ж, ще трохи залишилося, якщо ви хочете сьогодні ввечері"
ham,Не з цього кампусу. Ви в бібліотеці?
ham,"У письмовій заяві зазначено <#> E Twiggs St, відділ g, зал суду <#>, <TIME> AM. Я перевірю ще раз і напишу вам завтра."
ham,Як я тепер буду до тебе підкрадатися? ;_;
ham,"Розкажи друзям, що ти плануєш робити на День святого Валентина @ <URL>"
ham,"Якщо я встигну раніше за тебе після твоїх десяти мільярдів дзвінків та повідомлень, тож допоможи мені Боже"
ham,"Чистота дружби між двома полягає не в посмішці після прочитання пересланого повідомлення. Йдеться про посмішку, просто побачивши ім'я. Найкраще, що ти хочеш."
ham,"Я сказав йому, що повернув його. Тож, можливо, мені варто замовити його ще раз."
ham,"Покоївка — вбивця, бо чоловіка вбили <#> січня. У святковий день усі державні установи закриті, включаючи поштове відділення."
ham,"Залежить від того, куди ти йдеш, лор."
ham,"І посміхнися мені прямо зараз, коли підеш, і весь світ здивується, чому ти посміхаєшся, подумає, що ти божевільна, і триматиметься від тебе подалі... *посміхається*"
spam,Безкоштовні повідомлення>УЛЮБЛЕНІ РІЗДВЯНІ МЕТОДІ!Відповісти РЕАЛЬНО
ham,Маленька лихоманка:) тепер добре:)
ham,"Гадаю, все це досі в моїй машині"
ham,Хіба ні?
spam,Тільки у грудні! Ваш мобільний телефон користувався 11 місяців і більше? Ви маєте право безкоштовно оновити його до останньої версії з кольоровою камерою! Зателефонуйте до компанії The Mobile Update Co БЕЗКОШТОВНО за номером 08002986906
ham,"Так, принцесо! Я хочу зловити тебе своїми великими сильними руками..."
ham,"О так, я забув. Одночасно можна брати з собою на шопінг лише двох."
ham,"Мм, тож ти попросив мене не дзвонити на радіо"
ham,Думати про когось — це добре. Для цього немає ліків.
ham,"Скажи це повільно.? БОЖЕ, Я ТЕБЕ ЛЮБЛЮ І ТИ МЕНІ ПОТРІБЕН, ОЧИСТИ МОЄ СЕРЦЕ СВОЄЮ КРОВ'Ю. Надішліть це десяти особливим людям і зробіть диво завтра, зробіть це, будь ласка, будь ласка, зробіть це..."
ham,"Насолоджуйся потоками власницьких почуттів, які виливають на тебе твої кохані, бо у цьому світі брехні бути по-справжньому коханим – це золотий дар."
ham,"Добре, якщо ти впевнений/впевнена, дай мені знати, коли збираєшся йти."
ham,"Деякі тривають аж 2 години. Можливо, вам пощастить."
ham,"Геніально, як справи. Як твій брат? Будь ласка, надішли його номер мені в Skype."
spam,"Gr8 Політони 4 ВСІ моби прямий 2u відповісти з ПОЛІ ТИТУЛОМ до 8007 наприклад, ПОЛІ ДИХАТИ1 Титули: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300 копійок"
ham,"Думаю, деяким з них ВТЦ зайшов занадто далеко... Ми не йдемо... Щодо решт, я ще не знаю... А ти йдеш на вечерю в 4, можливо, зможу приєднатися..."
ham,"Не забувай, кому належить ти, а чия ти приватна власність... І будь завжди моїм хорошим хлопчиком... *пристрасний поцілунок*"
spam,"ІНТЕРФЛОРА – «Ще не пізно замовити квіти від Інтерфлори на Різдво. Зателефонуйте за номером 0800 505060, щоб зробити замовлення до півночі завтра»."
ham,О Боже... вирвали зуби? Це болить?
spam,"ROMCAPspam Усі навколо повинні добре реагувати на твою присутність, враховуючи, що ти така тепла та товариська. Ти приносиш справжній ковток сонця."
ham,"Тоді ти питаєш Даррена, піди і забери тебе... Але я теж думаю, що зараз ми зустрінемося..."
ham,Не потрібно купувати мені обід.. Я їм маггі мі..
spam,"Вітаємо! Завдяки доброму другу ви ВИГРАЛИ різдвяний приз у розмірі 2000 гривень стерлінгів. Отримати приз легко, просто зателефонуйте за номером 08712103738 ЗАРАЗ! Всього 10 копійок за хвилину. BT-національний тариф."
ham,"Добре, лор..."
ham,"О, гаразд, гаразд. Я обов'язково зроблю багато роботи протягом дня! Сьогодні в мене дуже сильно покашлявся, і кашель був сухим, тож це має допомогти!"
ham,"Дружина, як вона точно знала час убивства"
spam,"Надішліть логотип двом вашим коханим/коханим - 2 імена, з'єднані серцем. Надішліть SMS-повідомлення LOVE NAME1 NAME2 MOBNO, наприклад, LOVE ADAM EVE на номер 07123456789 на номер 87077 Yahoo! POBox36504W45WQ. SMS-повідомлення 4 без реклами, 150 копійок."
ham,Яка історія цієї людини
ham,"Дякую, що відправили мене додому..."
ham,Зазвичай це гаряча пошта. Розумієте!
spam,"Ви виграли квитки на ФІНАЛ КУБКА ЄВРО-2004 або 800 ФУНТІВ ГОТІВКОЮ. Щоб отримати, ТЕЛЕФОНУЙТЕ 09058099801 b4190604, POBOX 7876150 ppm"
ham,"Ти хворий, а ще можеш ходити по магазинах?"
ham,"Так, у них все добре, Пуджа вся в прищах... навіть вона почорніла... а у тебе тут надто холодно, ти у светрі..."
ham,Гарно.гарно.як це працює?
ham,"Я дістануся додому, подзвони мені."
ham,Ми намагалися знайти тут китайський заклад харчування.
ham,"Спокійно, друже, * мабуть, швидкий напій був трохи амбітним."
ham,"КРОК!!! Я так тебе люблю! Ти мені потрібна!!! Я тебе прагну!!! :-( ... Гей... Мені так сумно без тебе, крихітко... Я тебе кохаю..."
ham,"Добре, дякую..."
ham,"Аатхі... де ти, люба?.."
ham,"Тунджі, як справи у королеви? Як справи? Я просто бажаю тобі гарного дня. Абіола."
ham,"Сьогодні у мене День жовтої троянди. Якщо ти любиш мою дружбу, дай мені 1 пропущений дзвінок і надішли це своїй подрузі та подивись, скільки пропущених дзвінків ти отримаєш. Якщо пропустиш 6, то одружишся зі своїм коханим."
ham,За кілька годин вийду з занять. Вибачте.
ham,О котрій годині ти сьогодні закінчуєш свою лекцію?
spam,"Безкоштовне повідомлення: Jamster! Отримайте звук божевільної жаби зараз! Для поліфонічних SMS MAD1, для реальних SMS MAD2 на номер 88888. 6 божевільних звуків лише за 3 гривні стерлінгів/тиждень! Тільки для осіб віком від 16 років! Діють правила та умови."
ham,"Сумна історія чоловіка - минулого тижня був мій день народження. Моя дружина не привітала мене. Мої батьки забули, як і мої діти. Я пішов на роботу. Навіть мої колеги не привітали. Коли я зайшов до своєї каюти, моя особиста асистентка сказала: ""З днем ​​народження, босе!!"". Я відчув себе особливим. Вона запросила мене на обід. Після обіду вона запросила мене до своєї квартири. Ми пішли туди. Вона сказала: ""Ви не проти, якщо я на хвилинку піду в спальню?"" ""Добре"", - відповів я в сексуальному настрої. Вона вийшла через 5 хвилин з тортом... і моя дружина, мої батьки, мої діти, мої друзі та мої колеги. Всі кричали... СЮРПРИЗ!! а я чекав на дивані... ... ..... ""ГОЛИЙ...!"""
spam,"ВАШ ШАНС ПОТРАПИТИ НА РЕАЛЬНОСТІ ФЕНТЕЗІЙНО-ШОУ телефонуйте зараз = 08707509020 Всього 20 копійок за хвилину NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 – це національний тарифний номер = дзвінок"
ham,"З нею все добре. Радий чути від тебе. Як справи, моя люба? З Новим роком, о."
ham,Ти сьогодні йдеш на співбесіду до wipro?
ham,"який у тебе зріст, принцесо?"
ham,"Сумніваюся, що ти зможеш витримати 5 разів за ніч у будь-якому разі..."
ham,"Ха-ха... Сподіваюся, я чую звук чека... Удачі тобі!"
ham,"Ти будеш моєю смертю. Я залишу записку, де напишу, що все це моя вина. Помстися за мене."
ham,"Японське прислів'я: Якщо один може це зробити, то й ти можеш. Якщо ніхто не може, то ти мусиш це зробити. Індійська версія: Якщо один може, то нехай він це зробить. Якщо ніхто не може, то залиште це!! І нарешті, керальська версія: Якщо один може, то зупиніть його. Якщо ніхто не може, то зробіть страйк..."
ham,"Сьогодні я не працюю, але й не вільний, тому... Гей... Ти що, працюєш у магазині свого друга?"
ham,"У житті, коли ти стоїш перед вибором, просто кинь монету не тому, що це вирішить питання. Але поки монета в повітрі, ти знатимеш, на що сподівається твоє серце. Gudni8"
ham,"Чи знаєш ти, чому Бог створив прогалину між твоїми пальцями..? Щоб Той, Хто створений для тебе, прийшов і заповнив ці прогалини, тримаючи твою руку з ЛЮБОВ'Ю..!"
ham,"Я хочу бути там, щоб поцілувати тебе і відчути тебе поруч зі мною."
ham,"Мені зовсім не подобається те, що ти кажеш чи робиш"
spam,Контент для дорослих (18+) Ваше відео буде доступне для вас найближчим часом
ham,"Гаразд, це було б чудово, якщо ти впевнений. Подумай, чим ти хочеш займатися: пити, танцювати, їсти, ходити в кіно, вдома, на вулиці, десь... Вирішувати тобі! А що?"
ham,"Я маю на увазі, що якщо ти прямо не сказала Норі, що я знаю когось, то я, мабуть, просто не буду тобі набридати."
ham,"Він передає привіт і каже, щоб ти повертався до південної Тампи (бажано в кегер)"
ham,"Сміт, відходи. Я хочу, щоб Гейл."
ham,"Мамо, я надіслав тобі багато-багато повідомлень відколи приїхав сюди. Я просто хочу знати, що ти їх отримуєш. Гарного тобі дня."
ham,"Гаразд, завтра приблизно <#> буде"
ham,"Покоївка — вбивця, бо чоловіка вбили <#> січня.. У святковий день усі державні установи закриті, включаючи пошту.. зрозуміли?"
spam,"ВАШ ШАНС ПОБУТИ НА РЕАЛЬНОСТІ ФЕНТЕЗІЙНО-ШОУ телефонуйте зараз = 08707509020 Всього 20 копійок за хвилину NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 – це національний тарифний дзвінок."
ham,Я справді це зробив вперше за довгий час. Я ліг спати невдовзі після розмови з тобою. Прокинувся о 7-й. Як пройшла твоя ніч?
ham,Побачимося там!
ham,Я не розумію вашого повідомлення.
ham,"Розіп'яти - це к, а не с. Треба було мені раніше сказати."
ham,"Не знаю. Ти постійно кажеш, що ні, але відколи він переїхав, ми постійно сперечаємося через свободу чи відповідальність. І я втомилася. У мене стільки інших справ, з якими треба розібратися, що я ледве тримаюся в руках, коли до цього додається ще й це."
ham,Трахни Сідар Кі і трахни її (хоча все одно приходь)
ham,"О шості двадцять він спитав, чи вже цей поїзд до Дарема прибув, чи ні, бо я на плацкарті."
spam,"Гей, хлопці. Хочеш отримати гарячі XXX фотографії прямо на телефон? Надішліть PORN на номер 69855, 24 години безкоштовно, а потім лише 50 копійок на день. Щоб зупинити, надішліть STOPBCM SF WC1N3XX."
ham,Ти все ще фарбуєш стіну?
spam,"Останній шанс! Отримайте сьогодні свої ваучери на знижку на 150 гривень стерлінгів! Надішліть SMS-повідомлення SHOP на номер 85023! SavaMob, пропозиції мобільного зв'язку! T Cs SavaMob POBOX84, M263UZ. грн3.00. Знижка 16."
ham,"Принтер — це круто. Ну, класно. Вино — це круто."
ham,"Привіт, орендну плату за Харіша перераховано на твій рахунок."
ham,"Щось є, вона прийде?"
ham,Зараз CBE справді непоганий :) багато магазинів та шоурумів :) місто розвивається добре.
ham,Ви все ще відвідуєте лекції?
ham,"Нема за що, люба! Як справи?"
ham,Я цим займуся.
ham,"Я так розумію, що в п'ятницю у нас не було телефонної розмови. Чи можемо ми припустити, що цього року її не буде?"
ham,"Мій акумулятор низький, люба."
ham,"Шухуей купив подарунок Рону, це годинник Swatch..."
ham,"Так, залишилося зовсім небагато, заскочу завтра, коли встану."
ham,"Люба? Ти сказала 2 години, а вже майже 4... У тебе інтернет не працює?"
ham,"K Я обов'язково встану до полудня і подивлюся, що до чого"
ham,К...к...вчора я був у CBE.
ham,Пішла до магазину одягу Ганеш.
spam,"pdate_Now - Подвійні хвилини та 1000 текстових повідомлень на тарифах Orange. Найновіші Motorola, SonyEricsson та Nokia та Bluetooth БЕЗКОШТОВНО! Телефонуйте MobileUpd8 за номером 08000839402 або call2optout/!YHL"
ham,"Збереш ноутбук, а потім налаштуєш його параметри?"
ham,"Якщо ви вдома, то приходьте протягом 5 хвилин."
ham,"Гаразд, я маю бути там не пізніше 8-ї, мабуть, ближче до 7-ї. Джей і Тайлер вже тут, чи нам варто зробити лише дві поїздки?"
ham,Приходь після <DECIMAL> ..зараз я прибираю в будинку
spam,"Ваш готівковий баланс зараз становить 500 гривень. Щоб максимізувати свої готівкові надходження, надсилайте ГОТІВКУ на номер 86688, лише 150 копійок/повідомлення. Копія: 08718720201, поштова скринька 114/14 TCR/W1"
ham,"Білл, як у: Чи є для мене якісь листи? Я очікую один від Orange, який не є рахунком, але на ньому все ще може бути написано Orange."
ham,"Скажи мені, тату. Як там біль?"
ham,"ПРИВІТ, ЛЮБА, СПОДІВАЮСЯ, ЩО ТИ ГАРНО ПРОВЕДЛА НІЧ. ШКОДУЮ, Я НЕ ПРИЙШЛА. НЕ МОЖУ ДОЧЕКАТИСЯ ПОБАЧИТИ ТЕБЕ. ЛЮБЛЮ ТЕБЕ, ФРЕН. P.S. Я ХОЧУ БРУДНОГО АНАЛЬНОГО СЕКСУ І ХОЧУ ГРУПОВОГО СЕКСУ З 10 ЧОЛОВІКАМИ"
ham,"Ха. Ти теж не знаєш. Я днями зробила одну хитру, але просту річ з грушами, ідеально підійде на Різдво."
ham,"Привіт... Прокидайся!.. ""Солодкого"" ""ранку"" ""вітає"" ""Тебе"" ""Насолоджуйся"" ""Цим днем"" ""сповнений радості"".. ""ГУД МРНГ""."
ham,АЛЬРІТ
ham,"Чому ми повинні сидіти склавши руки та чекати літніх днів, щоб святкувати? Таке чарівне видовище, коли світи одягнені в біле. Ооооо, нехай буде сніг."
spam,ТЕРМІНОВО! Ваш мобільний номер ГАРАНтовано отримав приз у розмірі 2000 гривень стерлінгів. Зателефонуйте за номером 09058094454 зі стаціонарного телефону. Замовте 3030. Дійсно лише 12 годин.
ham,"Як ви, хлопці, ходите дивитися фільми зі свого боку?"
ham,"Вибачте, під час зустрічі я подзвоню пізніше."
ham,"Тобі не потрібно було мені цього казати... тепер я думаю. До того ж, він зупинить усі твої пробіжки."
ham,"Будь ласка, надішліть когось до нашої квартири до <DECIMAL> сьогоднішнього дня."
spam,"Вибачте! Ви ще не можете відмовитися від підписки. Мінімальний термін дії пакету пропозицій MOB становить 54 тижні, будь ласка, надішліть запит повторно після закінчення терміну дії. Відповісти THEMOB HELP Ще 4 інформації"
ham,Нічого страшного... Трохи нудно теж... Тоді ти не підеш додому рано спати сьогодні...
ham,"О котрій годині мені сказати другу, щоб він був поруч?"
ham,"Так, все буде добре. Люблю тебе. Бережи себе."
ham,"Дякую, чикку..:-) добре зараз:-*"
ham,"XY буде в твоїй машині, коли ти мене забираєш?"
ham,"Дякую за час, який ми витратили, 2geva, це чудово! Ти моя крихітка, і все, чого я хочу, це ти!xxxx"
ham,"Гей, чи можемо ми якось щось купити сьогодні ввечері?"
ham,Я цього не надсилав. Він може надіслати мені.
ham,"Гаразд, я просто сиджу."
ham,"Це божий дар для птахів, як і люди мають якийсь природний дар від Бога."
